Nick,League Points,Total Games,Daily League Points,Daily Games,lolchess
TG tháchdau,0,271,0,0,https://lolchess.gg/profile/BR/TG tháchdau,https://app.mobalytics.gg/pt_br/tft/profile/BR/TG tháchdau/overview
phùca2,0,124,0,0,https://lolchess.gg/profile/BR/phùca2,https://app.mobalytics.gg/pt_br/tft/profile/BR/phùca2/overview
鈴村アーリ,0,111,0,0,https://lolchess.gg/profile/BR/鈴村アーリ,https://app.mobalytics.gg/pt_br/tft/profile/BR/鈴村アーリ/overview
rtは赤ちゃん好き,0,58,0,0,https://lolchess.gg/profile/BR/rtは赤ちゃん好き,https://app.mobalytics.gg/pt_br/tft/profile/BR/rtは赤ちゃん好き/overview
窓 屋,0,103,0,3,https://lolchess.gg/profile/BR/窓 屋,https://app.mobalytics.gg/pt_br/tft/profile/BR/窓 屋/overview
Archsy,0,287,0,0,https://lolchess.gg/profile/BR/Archsy,https://app.mobalytics.gg/pt_br/tft/profile/BR/Archsy/overview
LoseTheGame,0,236,0,0,https://lolchess.gg/profile/BR/LoseTheGame,https://app.mobalytics.gg/pt_br/tft/profile/BR/LoseTheGame/overview
Joeneen,0,79,0,0,https://lolchess.gg/profile/BR/Joeneen,https://app.mobalytics.gg/pt_br/tft/profile/BR/Joeneen/overview
Who Am lL,0,56,0,0,https://lolchess.gg/profile/BR/Who Am lL,https://app.mobalytics.gg/pt_br/tft/profile/BR/Who Am lL/overview
DadaoRBgou丶,0,51,0,0,https://lolchess.gg/profile/BR/DadaoRBgou丶,https://app.mobalytics.gg/pt_br/tft/profile/BR/DadaoRBgou丶/overview
catuLL,0,279,0,0,https://lolchess.gg/profile/BR/catuLL,https://app.mobalytics.gg/pt_br/tft/profile/BR/catuLL/overview
Just just on the,0,305,0,0,https://lolchess.gg/profile/BR/Just just on the,https://app.mobalytics.gg/pt_br/tft/profile/BR/Just just on the/overview
kaez,0,244,0,0,https://lolchess.gg/profile/BR/kaez,https://app.mobalytics.gg/pt_br/tft/profile/BR/kaez/overview
M4MIX,0,235,0,0,https://lolchess.gg/profile/BR/M4MIX,https://app.mobalytics.gg/pt_br/tft/profile/BR/M4MIX/overview
ゆうです,0,374,0,0,https://lolchess.gg/profile/BR/ゆうです,https://app.mobalytics.gg/pt_br/tft/profile/BR/ゆうです/overview
sirumiki,0,149,0,0,https://lolchess.gg/profile/BR/sirumiki,https://app.mobalytics.gg/pt_br/tft/profile/BR/sirumiki/overview
disneytink,0,128,0,0,https://lolchess.gg/profile/BR/disneytink,https://app.mobalytics.gg/pt_br/tft/profile/BR/disneytink/overview
Tereid,0,88,0,0,https://lolchess.gg/profile/BR/Tereid,https://app.mobalytics.gg/pt_br/tft/profile/BR/Tereid/overview
嘉然Diana,0,188,0,0,https://lolchess.gg/profile/BR/嘉然Diana,https://app.mobalytics.gg/pt_br/tft/profile/BR/嘉然Diana/overview
Yêu Hà Mon,0,148,0,0,https://lolchess.gg/profile/BR/Yêu Hà Mon,https://app.mobalytics.gg/pt_br/tft/profile/BR/Yêu Hà Mon/overview
neng0325,0,88,0,0,https://lolchess.gg/profile/BR/neng0325,https://app.mobalytics.gg/pt_br/tft/profile/BR/neng0325/overview
オヅラさん,0,358,0,0,https://lolchess.gg/profile/BR/オヅラさん,https://app.mobalytics.gg/pt_br/tft/profile/BR/オヅラさん/overview
hiamvanh,0,62,0,0,https://lolchess.gg/profile/BR/hiamvanh,https://app.mobalytics.gg/pt_br/tft/profile/BR/hiamvanh/overview
1 宝,0,175,0,0,https://lolchess.gg/profile/BR/1 宝,https://app.mobalytics.gg/pt_br/tft/profile/BR/1 宝/overview
NowFox1371,0,35,0,6,https://lolchess.gg/profile/BR/NowFox1371,https://app.mobalytics.gg/pt_br/tft/profile/BR/NowFox1371/overview
Aberia,0,129,0,0,https://lolchess.gg/profile/BR/Aberia,https://app.mobalytics.gg/pt_br/tft/profile/BR/Aberia/overview
Bankcy,0,97,0,0,https://lolchess.gg/profile/BR/Bankcy,https://app.mobalytics.gg/pt_br/tft/profile/BR/Bankcy/overview
hiaruru,0,446,0,37,https://lolchess.gg/profile/BR/hiaruru,https://app.mobalytics.gg/pt_br/tft/profile/BR/hiaruru/overview
juha,0,34,0,0,https://lolchess.gg/profile/BR/juha,https://app.mobalytics.gg/pt_br/tft/profile/BR/juha/overview
Suyias,0,140,0,4,https://lolchess.gg/profile/BR/Suyias,https://app.mobalytics.gg/pt_br/tft/profile/BR/Suyias/overview
Sexy,0,146,0,0,https://lolchess.gg/profile/BR/Sexy,https://app.mobalytics.gg/pt_br/tft/profile/BR/Sexy/overview
benbenry,0,121,0,0,https://lolchess.gg/profile/BR/benbenry,https://app.mobalytics.gg/pt_br/tft/profile/BR/benbenry/overview
zhenghui666,0,87,0,0,https://lolchess.gg/profile/BR/zhenghui666,https://app.mobalytics.gg/pt_br/tft/profile/BR/zhenghui666/overview
KOR WINs,0,168,0,0,https://lolchess.gg/profile/BR/KOR WINs,https://app.mobalytics.gg/pt_br/tft/profile/BR/KOR WINs/overview
Bad Tft,0,145,0,0,https://lolchess.gg/profile/BR/Bad Tft,https://app.mobalytics.gg/pt_br/tft/profile/BR/Bad Tft/overview
GUMandDAM,0,571,0,0,https://lolchess.gg/profile/BR/GUMandDAM,https://app.mobalytics.gg/pt_br/tft/profile/BR/GUMandDAM/overview
るしまふ共同垢,0,100,0,0,https://lolchess.gg/profile/BR/るしまふ共同垢,https://app.mobalytics.gg/pt_br/tft/profile/BR/るしまふ共同垢/overview
jeemzz,0,169,0,0,https://lolchess.gg/profile/BR/jeemzz,https://app.mobalytics.gg/pt_br/tft/profile/BR/jeemzz/overview
SonyaDoll,0,187,0,0,https://lolchess.gg/profile/BR/SonyaDoll,https://app.mobalytics.gg/pt_br/tft/profile/BR/SonyaDoll/overview
P0tcliN,0,195,0,0,https://lolchess.gg/profile/BR/P0tcliN,https://app.mobalytics.gg/pt_br/tft/profile/BR/P0tcliN/overview
マジシャンャ,0,218,0,0,https://lolchess.gg/profile/BR/マジシャンャ,https://app.mobalytics.gg/pt_br/tft/profile/BR/マジシャンャ/overview
ネココニャン,0,623,0,0,https://lolchess.gg/profile/BR/ネココニャン,https://app.mobalytics.gg/pt_br/tft/profile/BR/ネココニャン/overview
REDManbow,0,74,0,0,https://lolchess.gg/profile/BR/REDManbow,https://app.mobalytics.gg/pt_br/tft/profile/BR/REDManbow/overview
Henry Henderson,0,142,0,2,https://lolchess.gg/profile/BR/Henry Henderson,https://app.mobalytics.gg/pt_br/tft/profile/BR/Henry Henderson/overview
Yunnnnn,0,30,0,0,https://lolchess.gg/profile/BR/Yunnnnn,https://app.mobalytics.gg/pt_br/tft/profile/BR/Yunnnnn/overview
buluofen233,0,574,0,0,https://lolchess.gg/profile/BR/buluofen233,https://app.mobalytics.gg/pt_br/tft/profile/BR/buluofen233/overview
Dominator,0,117,0,0,https://lolchess.gg/profile/BR/Dominator,https://app.mobalytics.gg/pt_br/tft/profile/BR/Dominator/overview
松草雅弘,0,63,0,0,https://lolchess.gg/profile/BR/松草雅弘,https://app.mobalytics.gg/pt_br/tft/profile/BR/松草雅弘/overview
Sadatora2,0,310,0,4,https://lolchess.gg/profile/BR/Sadatora2,https://app.mobalytics.gg/pt_br/tft/profile/BR/Sadatora2/overview
sma11on10n,0,65,0,0,https://lolchess.gg/profile/BR/sma11on10n,https://app.mobalytics.gg/pt_br/tft/profile/BR/sma11on10n/overview
Real Self,0,366,0,0,https://lolchess.gg/profile/BR/Real Self,https://app.mobalytics.gg/pt_br/tft/profile/BR/Real Self/overview
NullPtrExc,0,159,0,0,https://lolchess.gg/profile/BR/NullPtrExc,https://app.mobalytics.gg/pt_br/tft/profile/BR/NullPtrExc/overview
xffdddrtghjk,0,70,0,0,https://lolchess.gg/profile/BR/xffdddrtghjk,https://app.mobalytics.gg/pt_br/tft/profile/BR/xffdddrtghjk/overview
HTD,0,75,0,0,https://lolchess.gg/profile/BR/HTD,https://app.mobalytics.gg/pt_br/tft/profile/BR/HTD/overview
tanglu64943,0,301,0,0,https://lolchess.gg/profile/BR/tanglu64943,https://app.mobalytics.gg/pt_br/tft/profile/BR/tanglu64943/overview
fgghaess,0,92,0,0,https://lolchess.gg/profile/BR/fgghaess,https://app.mobalytics.gg/pt_br/tft/profile/BR/fgghaess/overview
NgocJP1,0,270,0,4,https://lolchess.gg/profile/BR/NgocJP1,https://app.mobalytics.gg/pt_br/tft/profile/BR/NgocJP1/overview
hiaaaa,0,47,0,0,https://lolchess.gg/profile/BR/hiaaaa,https://app.mobalytics.gg/pt_br/tft/profile/BR/hiaaaa/overview
CIockday,0,95,0,1,https://lolchess.gg/profile/BR/CIockday,https://app.mobalytics.gg/pt_br/tft/profile/BR/CIockday/overview
Toàn Sinoda,0,94,0,0,https://lolchess.gg/profile/BR/Toàn Sinoda,https://app.mobalytics.gg/pt_br/tft/profile/BR/Toàn Sinoda/overview
Riddler,0,152,0,0,https://lolchess.gg/profile/BR/Riddler,https://app.mobalytics.gg/pt_br/tft/profile/BR/Riddler/overview
TYRA,0,30,0,0,https://lolchess.gg/profile/BR/TYRA,https://app.mobalytics.gg/pt_br/tft/profile/BR/TYRA/overview
R1ki,0,73,0,0,https://lolchess.gg/profile/BR/R1ki,https://app.mobalytics.gg/pt_br/tft/profile/BR/R1ki/overview
AkiraTokina,0,63,0,0,https://lolchess.gg/profile/BR/AkiraTokina,https://app.mobalytics.gg/pt_br/tft/profile/BR/AkiraTokina/overview
Riowh,0,61,0,0,https://lolchess.gg/profile/BR/Riowh,https://app.mobalytics.gg/pt_br/tft/profile/BR/Riowh/overview
空たらを,0,106,0,0,https://lolchess.gg/profile/BR/空たらを,https://app.mobalytics.gg/pt_br/tft/profile/BR/空たらを/overview
Lunatente,0,160,0,0,https://lolchess.gg/profile/BR/Lunatente,https://app.mobalytics.gg/pt_br/tft/profile/BR/Lunatente/overview
アッセ,0,187,0,0,https://lolchess.gg/profile/BR/アッセ,https://app.mobalytics.gg/pt_br/tft/profile/BR/アッセ/overview
ときな,0,81,0,0,https://lolchess.gg/profile/BR/ときな,https://app.mobalytics.gg/pt_br/tft/profile/BR/ときな/overview
Xèo Phu Ho,0,185,0,0,https://lolchess.gg/profile/BR/Xèo Phu Ho,https://app.mobalytics.gg/pt_br/tft/profile/BR/Xèo Phu Ho/overview
ангел,0,160,0,0,https://lolchess.gg/profile/BR/ангел,https://app.mobalytics.gg/pt_br/tft/profile/BR/ангел/overview
sinragaisen,0,308,0,0,https://lolchess.gg/profile/BR/sinragaisen,https://app.mobalytics.gg/pt_br/tft/profile/BR/sinragaisen/overview
miikkaan,0,154,0,0,https://lolchess.gg/profile/BR/miikkaan,https://app.mobalytics.gg/pt_br/tft/profile/BR/miikkaan/overview
BreakSezy7,0,251,0,0,https://lolchess.gg/profile/BR/BreakSezy7,https://app.mobalytics.gg/pt_br/tft/profile/BR/BreakSezy7/overview
kiryaku,0,97,0,5,https://lolchess.gg/profile/BR/kiryaku,https://app.mobalytics.gg/pt_br/tft/profile/BR/kiryaku/overview
spadeokayu,0,184,0,0,https://lolchess.gg/profile/BR/spadeokayu,https://app.mobalytics.gg/pt_br/tft/profile/BR/spadeokayu/overview
toguri,0,367,0,0,https://lolchess.gg/profile/BR/toguri,https://app.mobalytics.gg/pt_br/tft/profile/BR/toguri/overview
ジーコ,0,78,0,0,https://lolchess.gg/profile/BR/ジーコ,https://app.mobalytics.gg/pt_br/tft/profile/BR/ジーコ/overview
烈娜塔,0,88,0,0,https://lolchess.gg/profile/BR/烈娜塔,https://app.mobalytics.gg/pt_br/tft/profile/BR/烈娜塔/overview
LongSongz,0,145,0,2,https://lolchess.gg/profile/BR/LongSongz,https://app.mobalytics.gg/pt_br/tft/profile/BR/LongSongz/overview
ZangBAN,0,60,0,0,https://lolchess.gg/profile/BR/ZangBAN,https://app.mobalytics.gg/pt_br/tft/profile/BR/ZangBAN/overview
hieu15cm,0,157,0,0,https://lolchess.gg/profile/BR/hieu15cm,https://app.mobalytics.gg/pt_br/tft/profile/BR/hieu15cm/overview
BacKMuscleLEE,0,291,0,16,https://lolchess.gg/profile/BR/BacKMuscleLEE,https://app.mobalytics.gg/pt_br/tft/profile/BR/BacKMuscleLEE/overview
Roshell,0,267,0,0,https://lolchess.gg/profile/BR/Roshell,https://app.mobalytics.gg/pt_br/tft/profile/BR/Roshell/overview
Syelpa,0,143,0,6,https://lolchess.gg/profile/BR/Syelpa,https://app.mobalytics.gg/pt_br/tft/profile/BR/Syelpa/overview
なかやまじんに君,0,637,0,0,https://lolchess.gg/profile/BR/なかやまじんに君,https://app.mobalytics.gg/pt_br/tft/profile/BR/なかやまじんに君/overview
2000年8月4日,0,111,0,0,https://lolchess.gg/profile/BR/2000年8月4日,https://app.mobalytics.gg/pt_br/tft/profile/BR/2000年8月4日/overview
小林ジョンソン,0,61,0,0,https://lolchess.gg/profile/BR/小林ジョンソン,https://app.mobalytics.gg/pt_br/tft/profile/BR/小林ジョンソン/overview
aiskll,0,515,0,3,https://lolchess.gg/profile/BR/aiskll,https://app.mobalytics.gg/pt_br/tft/profile/BR/aiskll/overview
Anemone123,0,343,0,0,https://lolchess.gg/profile/BR/Anemone123,https://app.mobalytics.gg/pt_br/tft/profile/BR/Anemone123/overview
はさみ虫,0,185,0,0,https://lolchess.gg/profile/BR/はさみ虫,https://app.mobalytics.gg/pt_br/tft/profile/BR/はさみ虫/overview
すかーれっとるな,0,68,0,0,https://lolchess.gg/profile/BR/すかーれっとるな,https://app.mobalytics.gg/pt_br/tft/profile/BR/すかーれっとるな/overview
sigld,0,704,0,1,https://lolchess.gg/profile/BR/sigld,https://app.mobalytics.gg/pt_br/tft/profile/BR/sigld/overview
生涯独身人生安男,0,124,0,0,https://lolchess.gg/profile/BR/生涯独身人生安男,https://app.mobalytics.gg/pt_br/tft/profile/BR/生涯独身人生安男/overview
 Petros,0,52,0,0,https://lolchess.gg/profile/BR/ Petros,https://app.mobalytics.gg/pt_br/tft/profile/BR/ Petros/overview
AvG Pul,0,323,0,6,https://lolchess.gg/profile/BR/AvG Pul,https://app.mobalytics.gg/pt_br/tft/profile/BR/AvG Pul/overview
ottoo124,0,94,0,13,https://lolchess.gg/profile/BR/ottoo124,https://app.mobalytics.gg/pt_br/tft/profile/BR/ottoo124/overview
犬 飼,0,33,0,0,https://lolchess.gg/profile/BR/犬 飼,https://app.mobalytics.gg/pt_br/tft/profile/BR/犬 飼/overview
やな坊,0,106,0,0,https://lolchess.gg/profile/BR/やな坊,https://app.mobalytics.gg/pt_br/tft/profile/BR/やな坊/overview
くりさん,0,105,0,0,https://lolchess.gg/profile/BR/くりさん,https://app.mobalytics.gg/pt_br/tft/profile/BR/くりさん/overview
nKureHa,0,60,0,0,https://lolchess.gg/profile/BR/nKureHa,https://app.mobalytics.gg/pt_br/tft/profile/BR/nKureHa/overview
RVF400R,0,267,0,5,https://lolchess.gg/profile/BR/RVF400R,https://app.mobalytics.gg/pt_br/tft/profile/BR/RVF400R/overview
Cocomilkte,0,276,0,0,https://lolchess.gg/profile/BR/Cocomilkte,https://app.mobalytics.gg/pt_br/tft/profile/BR/Cocomilkte/overview
はなげん,0,267,0,1,https://lolchess.gg/profile/BR/はなげん,https://app.mobalytics.gg/pt_br/tft/profile/BR/はなげん/overview
ZZ Sawawan,0,20,0,0,https://lolchess.gg/profile/BR/ZZ Sawawan,https://app.mobalytics.gg/pt_br/tft/profile/BR/ZZ Sawawan/overview
7856,0,94,0,0,https://lolchess.gg/profile/BR/7856,https://app.mobalytics.gg/pt_br/tft/profile/BR/7856/overview
miapingspam,0,197,0,0,https://lolchess.gg/profile/BR/miapingspam,https://app.mobalytics.gg/pt_br/tft/profile/BR/miapingspam/overview
ふたみ 73,0,142,0,0,https://lolchess.gg/profile/BR/ふたみ 73,https://app.mobalytics.gg/pt_br/tft/profile/BR/ふたみ 73/overview
unenyon,0,48,0,1,https://lolchess.gg/profile/BR/unenyon,https://app.mobalytics.gg/pt_br/tft/profile/BR/unenyon/overview
アルサモナー,0,116,0,0,https://lolchess.gg/profile/BR/アルサモナー,https://app.mobalytics.gg/pt_br/tft/profile/BR/アルサモナー/overview
alfort03,0,88,0,1,https://lolchess.gg/profile/BR/alfort03,https://app.mobalytics.gg/pt_br/tft/profile/BR/alfort03/overview
cymo15,0,252,0,0,https://lolchess.gg/profile/BR/cymo15,https://app.mobalytics.gg/pt_br/tft/profile/BR/cymo15/overview
Kampanula,0,325,0,40,https://lolchess.gg/profile/BR/Kampanula,https://app.mobalytics.gg/pt_br/tft/profile/BR/Kampanula/overview
もちのもちもち,0,99,0,0,https://lolchess.gg/profile/BR/もちのもちもち,https://app.mobalytics.gg/pt_br/tft/profile/BR/もちのもちもち/overview
haruca,0,93,0,0,https://lolchess.gg/profile/BR/haruca,https://app.mobalytics.gg/pt_br/tft/profile/BR/haruca/overview
shinaro,0,127,0,0,https://lolchess.gg/profile/BR/shinaro,https://app.mobalytics.gg/pt_br/tft/profile/BR/shinaro/overview
優しい素人奥さん,0,126,0,0,https://lolchess.gg/profile/BR/優しい素人奥さん,https://app.mobalytics.gg/pt_br/tft/profile/BR/優しい素人奥さん/overview
SouryuBedMan,0,123,0,1,https://lolchess.gg/profile/BR/SouryuBedMan,https://app.mobalytics.gg/pt_br/tft/profile/BR/SouryuBedMan/overview
Thóc8cm,0,270,0,0,https://lolchess.gg/profile/BR/Thóc8cm,https://app.mobalytics.gg/pt_br/tft/profile/BR/Thóc8cm/overview
bu yao gou jiao,0,118,0,0,https://lolchess.gg/profile/BR/bu yao gou jiao,https://app.mobalytics.gg/pt_br/tft/profile/BR/bu yao gou jiao/overview
Heaven11,0,41,0,0,https://lolchess.gg/profile/BR/Heaven11,https://app.mobalytics.gg/pt_br/tft/profile/BR/Heaven11/overview
MiyanoErena,0,121,0,0,https://lolchess.gg/profile/BR/MiyanoErena,https://app.mobalytics.gg/pt_br/tft/profile/BR/MiyanoErena/overview
506626581,0,457,0,0,https://lolchess.gg/profile/BR/506626581,https://app.mobalytics.gg/pt_br/tft/profile/BR/506626581/overview
Lerax,0,65,0,0,https://lolchess.gg/profile/BR/Lerax,https://app.mobalytics.gg/pt_br/tft/profile/BR/Lerax/overview
琉璃火,0,215,0,0,https://lolchess.gg/profile/BR/琉璃火,https://app.mobalytics.gg/pt_br/tft/profile/BR/琉璃火/overview
tehiro,0,111,0,44,https://lolchess.gg/profile/BR/tehiro,https://app.mobalytics.gg/pt_br/tft/profile/BR/tehiro/overview
Luciliae,0,230,0,0,https://lolchess.gg/profile/BR/Luciliae,https://app.mobalytics.gg/pt_br/tft/profile/BR/Luciliae/overview
ゆかり is GOD,0,263,0,0,https://lolchess.gg/profile/BR/ゆかり is GOD,https://app.mobalytics.gg/pt_br/tft/profile/BR/ゆかり is GOD/overview
qosq,0,479,0,0,https://lolchess.gg/profile/BR/qosq,https://app.mobalytics.gg/pt_br/tft/profile/BR/qosq/overview
sijishanhai,0,571,0,26,https://lolchess.gg/profile/BR/sijishanhai,https://app.mobalytics.gg/pt_br/tft/profile/BR/sijishanhai/overview
ishiden,0,270,0,0,https://lolchess.gg/profile/BR/ishiden,https://app.mobalytics.gg/pt_br/tft/profile/BR/ishiden/overview
Snowball,0,70,0,0,https://lolchess.gg/profile/BR/Snowball,https://app.mobalytics.gg/pt_br/tft/profile/BR/Snowball/overview
rain010,0,227,0,0,https://lolchess.gg/profile/BR/rain010,https://app.mobalytics.gg/pt_br/tft/profile/BR/rain010/overview
Miradzin,0,24,0,0,https://lolchess.gg/profile/BR/Miradzin,https://app.mobalytics.gg/pt_br/tft/profile/BR/Miradzin/overview
AwBz6,0,89,0,8,https://lolchess.gg/profile/BR/AwBz6,https://app.mobalytics.gg/pt_br/tft/profile/BR/AwBz6/overview
Me yordle,0,373,0,32,https://lolchess.gg/profile/BR/Me yordle,https://app.mobalytics.gg/pt_br/tft/profile/BR/Me yordle/overview
夢の巣のルールス,0,18,0,0,https://lolchess.gg/profile/BR/夢の巣のルールス,https://app.mobalytics.gg/pt_br/tft/profile/BR/夢の巣のルールス/overview
See tính,0,102,0,0,https://lolchess.gg/profile/BR/See tính,https://app.mobalytics.gg/pt_br/tft/profile/BR/See tính/overview
realmort,0,160,0,0,https://lolchess.gg/profile/BR/realmort,https://app.mobalytics.gg/pt_br/tft/profile/BR/realmort/overview
green là tui nè,0,235,0,0,https://lolchess.gg/profile/BR/green là tui nè,https://app.mobalytics.gg/pt_br/tft/profile/BR/green là tui nè/overview
Rozen,0,218,0,0,https://lolchess.gg/profile/BR/Rozen,https://app.mobalytics.gg/pt_br/tft/profile/BR/Rozen/overview
ダンテ19,0,139,0,0,https://lolchess.gg/profile/BR/ダンテ19,https://app.mobalytics.gg/pt_br/tft/profile/BR/ダンテ19/overview
運がない,0,55,0,0,https://lolchess.gg/profile/BR/運がない,https://app.mobalytics.gg/pt_br/tft/profile/BR/運がない/overview
AZYC,0,75,0,0,https://lolchess.gg/profile/BR/AZYC,https://app.mobalytics.gg/pt_br/tft/profile/BR/AZYC/overview
匠の美,0,112,0,0,https://lolchess.gg/profile/BR/匠の美,https://app.mobalytics.gg/pt_br/tft/profile/BR/匠の美/overview
靴下の太い足,0,373,0,0,https://lolchess.gg/profile/BR/靴下の太い足,https://app.mobalytics.gg/pt_br/tft/profile/BR/靴下の太い足/overview
チャイコフスキー,0,78,0,0,https://lolchess.gg/profile/BR/チャイコフスキー,https://app.mobalytics.gg/pt_br/tft/profile/BR/チャイコフスキー/overview
Itzy Wannabe,0,75,0,1,https://lolchess.gg/profile/BR/Itzy Wannabe,https://app.mobalytics.gg/pt_br/tft/profile/BR/Itzy Wannabe/overview
tokyo2022,0,85,0,0,https://lolchess.gg/profile/BR/tokyo2022,https://app.mobalytics.gg/pt_br/tft/profile/BR/tokyo2022/overview
bearyear,0,275,0,0,https://lolchess.gg/profile/BR/bearyear,https://app.mobalytics.gg/pt_br/tft/profile/BR/bearyear/overview
ｒoｎ阿,0,131,0,0,https://lolchess.gg/profile/BR/ｒoｎ阿,https://app.mobalytics.gg/pt_br/tft/profile/BR/ｒoｎ阿/overview
soup1988,0,171,0,0,https://lolchess.gg/profile/BR/soup1988,https://app.mobalytics.gg/pt_br/tft/profile/BR/soup1988/overview
ぷりっとはげっと,0,44,0,0,https://lolchess.gg/profile/BR/ぷりっとはげっと,https://app.mobalytics.gg/pt_br/tft/profile/BR/ぷりっとはげっと/overview
AK的修勾,0,309,0,0,https://lolchess.gg/profile/BR/AK的修勾,https://app.mobalytics.gg/pt_br/tft/profile/BR/AK的修勾/overview
